no_cars,frame,no_cars_time,colours_detected,colours_detected_time,car_type,car_type_time
1,809,0.209704,red,0.001462,hatchback,0.212884
1,810,0.201475,red,0.001474,hatchback,0.07511
1,811,0.199452,red,0.001427,hatchback,0.072735
1,812,0.199588,blue,0.00146,hatchback,0.203179
1,813,0.205044,red,0.001435,hatchback,0.075341
1,814,0.200525,blue,0.00143,hatchback,0.074404
1,815,0.20342,red,0.001439,hatchback,0.209816
1,816,0.20886,red,0.001432,hatchback,0.072524
1,817,0.234407,blue,0.00143,hatchback,0.071976
1,818,0.203309,red,0.001429,hatchback,0.073771
1,819,0.198616,blue,0.001408,hatchback,0.215567
1,820,0.207549,blue,0.001423,hatchback,0.073232
1,821,0.279111,blue,0.001408,hatchback,0.074211
1,822,0.205402,blue,0.001456,hatchback,0.210219
1,823,0.213305,red,0.00146,hatchback,0.07218
1,824,0.205528,red,0.00146,hatchback,0.074585
0,825,0.202938,,,,
0,826,0.291185,,,,
0,827,0.197831,,,,
0,828,0.200723,,,,
0,829,0.208015,,,,
0,830,0.199837,,,,
0,831,0.202023,,,,
0,832,0.206927,,,,
0,833,0.196767,,,,
0,834,0.282079,,,,
0,835,0.261629,,,,
0,836,0.198426,,,,
0,837,0.205472,,,,
1,838,0.195913,red,0.001486,hatchback,0.212927
0,839,0.20333,,,,
1,840,0.202118,red,0.001527,hatchback,0.073198
1,841,0.205066,black,0.003539,hatchback,0.073749
1,842,0.245406,black,0.001509,hatchback,0.208158
1,843,0.205798,black,0.001489,hatchback,0.074516
0,844,0.197933,,,,
0,845,0.202309,,,,
1,846,0.20125,red,0.001492,hatchback,0.072545
1,847,0.230245,black,0.001462,hatchback,0.072611
0,848,0.208435,,,,
0,849,0.19775,,,,
0,850,0.200471,,,,
1,851,0.205103,black,0.001492,hatchback,0.212559
0,852,0.202335,,,,
1,853,0.203745,black,0.001514,hatchback,0.073357
1,854,0.203288,black,0.001539,hatchback,0.074347
0,855,0.234917,,,,
0,856,0.280798,,,,
1,857,0.206037,black,0.001498,hatchback,0.211753
0,858,0.206221,,,,
0,859,0.286504,,,,
0,860,0.268287,,,,
0,861,0.270262,,,,
0,862,0.198501,,,,
0,863,0.198558,,,,
0,864,0.208411,,,,
0,865,0.199222,,,,
0,866,0.200755,,,,
0,867,0.205196,,,,
0,868,0.1997,,,,
0,869,0.199107,,,,
0,870,0.205248,,,,
0,871,0.204782,,,,
0,872,0.196233,,,,
0,873,0.207679,,,,
0,874,0.198932,,,,
0,875,0.199741,,,,
0,876,0.292946,,,,
1,877,0.289629,blue,0.00143,hatchback,0.071372
1,878,0.198754,blue,0.001434,hatchback,0.072925
1,879,0.215103,blue,0.001422,hatchback,0.210386
1,880,0.215145,blue,0.001446,hatchback,0.072082
1,881,0.203903,blue,0.001442,hatchback,0.08037
1,882,0.202337,blue,0.001417,hatchback,0.210067
1,883,0.203902,blue,0.001425,hatchback,0.0739
1,884,0.201444,blue,0.001435,hatchback,0.071719
1,885,0.201946,silver,0.00145,hatchback,0.075016
1,886,0.20814,blue,0.00144,hatchback,0.209863
1,887,0.207299,silver,0.001438,hatchback,0.0745
1,888,0.198786,blue,0.001431,hatchback,0.072109
1,889,0.208428,black,0.001444,hatchback,0.204919
1,890,0.220054,black,0.001425,hatchback,0.075587
1,891,0.236432,black,0.001433,hatchback,0.074502
1,892,0.203591,black,0.001415,hatchback,0.210061
1,893,0.202668,black,0.001457,hatchback,0.071378
1,894,0.202692,black,0.001435,hatchback,0.072717
1,895,0.204428,black,0.001412,hatchback,0.209517
1,896,0.201182,black,0.001444,hatchback,0.071909
1,897,0.204966,blue,0.001446,hatchback,0.072445
0,898,0.200211,,,,
0,899,0.200077,,,,
0,900,0.20021,,,,
0,901,0.202336,,,,
0,902,0.202013,,,,
0,903,0.203043,,,,
0,904,0.207674,,,,
0,905,0.19998,,,,
0,906,0.272018,,,,
0,907,0.2005,,,,
0,908,0.204019,,,,
0,909,0.200253,,,,
0,910,0.202369,,,,
0,911,0.205371,,,,
0,912,0.198777,,,,
0,913,0.200019,,,,
0,914,0.201018,,,,
0,915,0.198627,,,,
0,916,0.198243,,,,
0,917,0.203941,,,,
0,918,0.197466,,,,
0,919,0.291588,,,,
0,920,0.199454,,,,
0,921,0.270545,,,,
0,922,0.201824,,,,
0,923,0.200808,,,,
0,924,0.270732,,,,
0,925,0.200363,,,,
0,926,0.285661,,,,
0,927,0.205712,,,,
0,928,0.287982,,,,
1,929,0.276359,red,0.001459,hatchback,0.075951
1,930,0.200588,red,0.001431,hatchback,0.210411
1,931,0.215149,red,0.001487,hatchback,0.072428
1,932,0.197615,red,0.001455,hatchback,0.07242
1,933,0.203448,red,0.00147,hatchback,0.211416
1,934,0.202992,red,0.001453,hatchback,0.071149
1,935,0.206369,red,0.00148,hatchback,0.076086
1,936,0.198431,red,0.001434,hatchback,0.215087
1,937,0.196445,red,0.001427,hatchback,0.073437
1,938,0.203685,red,0.00162,hatchback,0.072099
2,939,0.203425,silver|red,0.002846,hatchback,0.211262
1,940,0.215098,silver,0.001458,hatchback,0.075681
1,941,0.205221,silver,0.001431,hatchback,0.071566
1,942,0.202206,silver,0.001478,hatchback,0.074665
2,943,0.206255,silver|red,0.002853,hatchback,0.210057
2,944,0.213047,silver|red,0.002825,hatchback,0.074276
2,945,0.204541,silver|red,0.002842,hatchback,0.072837
2,946,0.205686,silver|red,0.002879,hatchback,0.223257
2,947,0.20023,silver|red,0.002824,hatchback,0.071017
2,948,0.221762,silver|red,0.002815,hatchback,0.071681
2,949,0.223158,silver|red,0.002766,hatchback,0.217543
2,950,0.225289,silver|red,0.002814,hatchback,0.073729
2,951,0.200615,silver|red,0.002839,hatchback,0.072962
2,952,0.214265,silver|red,0.002793,hatchback,0.209916
2,953,0.205839,silver|red,0.002928,hatchback,0.072006
2,954,0.203459,silver|red,0.002796,hatchback,0.071854
2,955,0.198601,silver|red,0.002799,hatchback,0.072427
2,956,0.204033,silver|red,0.002838,hatchback,0.208869
1,957,0.214026,silver,0.001449,hatchback,0.070864
1,958,0.262028,silver,0.001495,hatchback,0.07219
1,959,0.215627,silver,0.001495,hatchback,0.199103
1,960,0.202849,silver,0.00145,hatchback,0.071801
1,961,0.207375,silver,0.00143,hatchback,0.084206
1,962,0.206711,white,0.001501,hatchback,0.207849
0,963,0.204382,,,,
0,964,0.200113,,,,
0,965,0.273009,,,,
0,966,0.205825,,,,
0,967,0.200634,,,,
0,968,0.199254,,,,
0,969,0.206197,,,,
0,970,0.197217,,,,
0,971,0.201508,,,,
0,972,0.200377,,,,
0,973,0.26848,,,,
0,974,0.281989,,,,
0,975,0.199264,,,,
0,976,0.274141,,,,
0,977,0.270479,,,,
0,978,0.196335,,,,
0,979,0.255307,,,,
0,980,0.199522,,,,
0,981,0.197672,,,,
0,982,0.203666,,,,
0,983,0.199847,,,,
0,984,0.202139,,,,
0,985,0.201511,,,,
0,986,0.197344,,,,
0,987,0.271563,,,,
0,988,0.199599,,,,
0,989,0.278357,,,,
0,990,0.203177,,,,
0,991,0.196182,,,,
0,992,0.202397,,,,
0,993,0.203443,,,,
0,994,0.196846,,,,
0,995,0.196433,,,,
0,996,0.203886,,,,
0,997,0.198135,,,,
0,998,0.20019,,,,
0,999,0.273385,,,,
0,1000,0.199821,,,,
0,1001,0.20548,,,,
0,1002,0.196773,,,,
0,1003,0.202056,,,,
0,1004,0.287667,,,,
0,1005,0.198207,,,,
0,1006,0.200741,,,,
0,1007,0.265494,,,,
0,1008,0.203261,,,,
0,1009,0.288558,,,,
0,1010,0.195677,,,,
0,1011,0.197663,,,,
0,1012,0.284658,,,,
0,1013,0.282896,,,,
0,1014,0.280866,,,,
0,1015,0.195228,,,,
0,1016,0.284538,,,,
0,1017,0.200083,,,,
0,1018,0.200518,,,,
0,1019,0.204754,,,,
0,1020,0.257825,,,,
0,1021,0.197239,,,,
0,1022,0.202896,,,,
0,1023,0.267288,,,,
0,1024,0.203272,,,,
0,1025,0.199027,,,,
0,1026,0.281272,,,,
0,1027,0.2756,,,,
0,1028,0.204118,,,,
0,1029,0.274242,,,,
0,1030,0.203739,,,,
0,1031,0.269531,,,,
0,1032,0.202992,,,,
0,1033,0.197951,,,,
0,1034,0.201764,,,,
0,1035,0.202856,,,,
0,1036,0.197482,,,,
0,1037,0.199682,,,,
0,1038,0.20009,,,,
0,1039,0.195954,,,,
0,1040,0.198392,,,,
0,1041,0.19804,,,,
1,1042,0.201951,black,0.001477,sedan,0.072284
1,1043,0.235084,black,0.001472,sedan,0.072881
1,1044,0.201623,black,0.001532,sedan,0.211509
1,1045,0.204082,black,0.001487,sedan,0.072484
1,1046,0.199243,black,0.001437,sedan,0.073444
1,1047,0.211638,black,0.001476,sedan,0.074083
1,1048,0.208738,black,0.001489,sedan,0.211426
1,1049,0.203147,black,0.001557,sedan,0.071219
1,1050,0.205748,black,0.001451,sedan,0.073413
1,1051,0.236915,black,0.001471,sedan,0.211948
1,1052,0.218588,black,0.001469,sedan,0.083564
1,1053,0.198197,black,0.001495,sedan,0.074116
1,1054,0.219792,black,0.001457,sedan,0.204433
1,1055,0.198093,black,0.001473,sedan,0.071443
1,1056,0.204933,black,0.001501,sedan,0.08646
1,1057,0.195195,black,0.001411,sedan,0.210364
1,1058,0.214998,black,0.001476,sedan,0.073011
1,1059,0.244698,black,0.001463,sedan,0.073432
1,1060,0.205431,black,0.001501,sedan,0.072901
0,1061,0.208447,,,,
1,1062,0.195356,black,0.001445,hatchback,0.211745
1,1063,0.201287,black,0.001427,hatchback,0.072285
1,1064,0.199997,black,0.001518,hatchback,0.073212
0,1065,0.197417,,,,
0,1066,0.272328,,,,
0,1067,0.207005,,,,
0,1068,0.195557,,,,
0,1069,0.284512,,,,
0,1070,0.201426,,,,
0,1071,0.285462,,,,
0,1072,0.283136,,,,
0,1073,0.199604,,,,
0,1074,0.197628,,,,
0,1075,0.199974,,,,
0,1076,0.203682,,,,
0,1077,0.199035,,,,
0,1078,0.202425,,,,
0,1079,0.200314,,,,
0,1080,0.20266,,,,
0,1081,0.204045,,,,
0,1082,0.200683,,,,
0,1083,0.204251,,,,
0,1084,0.195619,,,,
0,1085,0.272373,,,,
0,1086,0.206284,,,,
0,1087,0.201057,,,,
0,1088,0.202446,,,,
0,1089,0.285981,,,,
0,1090,0.199677,,,,
0,1091,0.199423,,,,
0,1092,0.200015,,,,
0,1093,0.201094,,,,
0,1094,0.201335,,,,
0,1095,0.197504,,,,
0,1096,0.208923,,,,
0,1097,0.212997,,,,
0,1098,0.211837,,,,
0,1099,0.209478,,,,
0,1100,0.278876,,,,
0,1101,0.263179,,,,
0,1102,0.213776,,,,
0,1103,0.208558,,,,
0,1104,0.207585,,,,
0,1105,0.212276,,,,
0,1106,0.203424,,,,
0,1107,0.207457,,,,
0,1108,0.211232,,,,
0,1109,0.240953,,,,
0,1110,0.204269,,,,
1,1111,0.212182,silver,0.001432,hatchback,0.212144
1,1112,0.206667,silver,0.001455,hatchback,0.072714
1,1113,0.2014,silver,0.001456,sedan,0.080429
1,1114,0.203802,silver,0.001451,sedan,0.208691
1,1115,0.220258,silver,0.001496,sedan,0.074634
1,1116,0.210487,silver,0.00145,sedan,0.079435
1,1117,0.207651,silver,0.00144,sedan,0.212236
1,1118,0.206887,silver,0.001449,sedan,0.078514
1,1119,0.209849,silver,0.001485,sedan,0.076773
1,1120,0.210506,silver,0.001478,sedan,0.074624
1,1121,0.198116,silver,0.00145,sedan,0.212964
1,1122,0.209968,silver,0.001471,sedan,0.073137
1,1123,0.199375,silver,0.001485,sedan,0.072139
1,1124,0.207943,silver,0.001481,sedan,0.211759
1,1125,0.211067,silver,0.001436,sedan,0.071472
1,1126,0.208531,silver,0.001423,sedan,0.072912
1,1127,0.201268,silver,0.001461,sedan,0.208537
1,1128,0.205351,silver,0.001424,hatchback,0.075822
1,1129,0.211045,silver,0.001466,hatchback,0.073946
1,1130,0.292678,silver,0.001481,hatchback,0.21127
1,1131,0.20182,silver,0.001437,hatchback,0.08521
1,1132,0.215623,silver,0.001446,hatchback,0.071852
1,1133,0.219894,silver,0.001476,hatchback,0.076109
1,1134,0.296877,silver,0.001432,hatchback,0.214466
1,1135,0.232106,silver,0.00144,hatchback,0.073127
1,1136,0.202852,silver,0.00149,hatchback,0.072184
1,1137,0.288402,silver,0.001476,hatchback,0.213262
0,1138,0.223568,,,,
0,1139,0.201337,,,,
0,1140,0.197316,,,,
0,1141,0.202956,,,,
0,1142,0.205167,,,,
0,1143,0.278869,,,,
0,1144,0.203181,,,,
0,1145,0.20332,,,,
0,1146,0.269378,,,,
0,1147,0.19985,,,,
0,1148,0.19646,,,,
0,1149,0.20773,,,,
0,1150,0.198972,,,,
0,1151,0.200506,,,,
0,1152,0.199547,,,,
0,1153,0.198752,,,,
0,1154,0.282602,,,,
0,1155,0.200129,,,,
0,1156,0.203477,,,,
0,1157,0.198706,,,,
0,1158,0.201526,,,,
0,1159,0.199876,,,,
0,1160,0.288133,,,,
0,1161,0.252448,,,,
0,1162,0.196413,,,,
0,1163,0.269621,,,,
0,1164,0.198828,,,,
0,1165,0.197634,,,,
0,1166,0.20399,,,,
0,1167,0.199125,,,,
0,1168,0.201357,,,,
0,1169,0.200638,,,,
0,1170,0.199221,,,,
0,1171,0.197948,,,,
0,1172,0.205243,,,,
0,1173,0.288891,,,,
0,1174,0.203471,,,,
0,1175,0.196839,,,,
0,1176,0.196422,,,,
0,1177,0.203929,,,,
0,1178,0.200193,,,,
0,1179,0.290473,,,,
0,1180,0.198584,,,,
0,1181,0.200299,,,,
0,1182,0.199093,,,,
0,1183,0.265161,,,,
0,1184,0.2007,,,,
0,1185,0.206844,,,,
0,1186,0.283706,,,,
0,1187,0.195042,,,,
0,1188,0.202283,,,,
0,1189,0.200087,,,,
0,1190,0.200932,,,,
0,1191,0.198551,,,,
0,1192,0.196796,,,,
0,1193,0.201788,,,,
0,1194,0.201302,,,,
0,1195,0.1974,,,,
0,1196,0.204061,,,,
0,1197,0.200633,,,,
0,1198,0.202132,,,,
0,1199,0.20951,,,,
0,1200,0.259262,,,,
0,1201,0.198974,,,,
0,1202,0.206107,,,,
0,1203,0.283124,,,,
0,1204,0.285418,,,,
0,1205,0.285845,,,,
0,1206,0.198828,,,,
0,1207,0.199237,,,,
0,1208,0.202384,,,,
0,1209,0.197603,,,,
0,1210,0.200811,,,,
0,1211,0.200049,,,,
0,1212,0.20004,,,,
0,1213,0.206722,,,,
0,1214,0.203106,,,,
0,1215,0.213655,,,,
0,1216,0.210569,,,,
0,1217,0.208671,,,,
0,1218,0.213985,,,,
0,1219,0.207601,,,,
0,1220,0.206212,,,,
0,1221,0.216971,,,,
0,1222,0.270132,,,,
0,1223,0.286479,,,,
0,1224,0.19952,,,,
0,1225,0.200375,,,,
0,1226,0.202079,,,,
0,1227,0.200268,,,,
0,1228,0.201312,,,,
0,1229,0.267023,,,,
0,1230,0.263949,,,,
0,1231,0.204891,,,,
0,1232,0.198596,,,,
0,1233,0.203186,,,,
0,1234,0.203607,,,,
0,1235,0.210257,,,,
0,1236,0.207352,,,,
0,1237,0.215861,,,,
0,1238,0.207808,,,,
0,1239,0.211669,,,,
0,1240,0.21191,,,,
0,1241,0.21331,,,,
0,1242,0.210109,,,,
0,1243,0.216817,,,,
0,1244,0.212883,,,,
0,1245,0.20975,,,,
0,1246,0.210546,,,,
0,1247,0.210449,,,,
0,1248,0.214699,,,,
0,1249,0.207367,,,,
0,1250,0.212471,,,,
0,1251,0.21868,,,,
0,1252,0.20593,,,,
0,1253,0.212481,,,,
0,1254,0.213688,,,,
0,1255,0.21195,,,,
0,1256,0.270193,,,,
0,1257,0.199039,,,,
0,1258,0.201725,,,,
0,1259,0.208021,,,,
0,1260,0.208248,,,,
0,1261,0.208445,,,,
0,1262,0.214231,,,,
0,1263,0.208472,,,,
0,1264,0.2112,,,,
0,1265,0.21559,,,,
0,1266,0.20753,,,,
0,1267,0.210576,,,,
0,1268,0.266085,,,,
0,1269,0.257864,,,,
0,1270,0.205648,,,,
0,1271,0.198254,,,,
0,1272,0.264684,,,,
0,1273,0.271296,,,,
0,1274,0.198377,,,,
0,1275,0.201081,,,,
0,1276,0.200355,,,,
0,1277,0.201021,,,,
0,1278,0.201553,,,,
0,1279,0.198569,,,,
0,1280,0.199878,,,,
0,1281,0.214058,,,,
0,1282,0.290594,,,,
0,1283,0.199935,,,,
0,1284,0.207082,,,,
0,1285,0.199352,,,,
0,1286,0.20697,,,,
0,1287,0.210824,,,,
0,1288,0.20874,,,,
0,1289,0.211015,,,,
0,1290,0.208752,,,,
0,1291,0.210294,,,,
0,1292,0.211748,,,,
0,1293,0.213052,,,,
0,1294,0.280916,,,,
0,1295,0.204322,,,,
0,1296,0.203738,,,,
0,1297,0.203514,,,,
0,1298,0.288727,,,,
0,1299,0.261438,,,,
0,1300,0.202955,,,,
0,1301,0.197394,,,,
0,1302,0.198759,,,,
0,1303,0.201863,,,,
0,1304,0.198905,,,,
0,1305,0.202002,,,,
0,1306,0.21047,,,,
0,1307,0.211507,,,,
0,1308,0.282808,,,,
0,1309,0.19845,,,,
0,1310,0.202118,,,,
0,1311,0.285516,,,,
0,1312,0.276393,,,,
0,1313,0.204388,,,,
0,1314,0.282848,,,,
0,1315,0.198649,,,,
0,1316,0.29234,,,,
0,1317,0.287198,,,,
0,1318,0.203085,,,,
0,1319,0.199815,,,,
0,1320,0.20222,,,,
0,1321,0.202778,,,,
0,1322,0.19745,,,,
0,1323,0.287476,,,,
0,1324,0.195688,,,,
0,1325,0.201534,,,,
0,1326,0.206042,,,,
0,1327,0.199368,,,,
0,1328,0.199854,,,,
0,1329,0.206542,,,,
0,1330,0.200753,,,,
0,1331,0.201073,,,,
0,1332,0.202361,,,,
0,1333,0.205518,,,,
0,1334,0.208803,,,,
0,1335,0.213537,,,,
0,1336,0.206249,,,,
0,1337,0.20953,,,,
0,1338,0.211327,,,,
0,1339,0.207348,,,,
0,1340,0.210759,,,,
0,1341,0.210275,,,,
0,1342,0.209803,,,,
0,1343,0.212591,,,,
0,1344,0.212887,,,,
0,1345,0.209087,,,,
0,1346,0.288566,,,,
0,1347,0.196177,,,,
0,1348,0.199495,,,,
0,1349,0.27601,,,,
0,1350,0.266136,,,,
0,1351,0.203031,,,,
0,1352,0.200064,,,,
0,1353,0.196594,,,,
0,1354,0.203886,,,,
0,1355,0.287918,,,,
0,1356,0.200206,,,,
0,1357,0.200577,,,,
0,1358,0.260406,,,,
0,1359,0.20192,,,,
0,1360,0.263396,,,,
0,1361,0.198495,,,,
0,1362,0.201901,,,,
0,1363,0.198319,,,,
0,1364,0.199124,,,,
0,1365,0.205576,,,,
0,1366,0.213081,,,,
0,1367,0.291881,,,,
0,1368,0.199218,,,,
0,1369,0.198543,,,,
0,1370,0.207939,,,,
0,1371,0.285671,,,,
0,1372,0.290283,,,,
0,1373,0.19772,,,,
0,1374,0.199086,,,,
0,1375,0.204044,,,,
0,1376,0.201957,,,,
0,1377,0.262778,,,,
0,1378,0.264817,,,,
0,1379,0.202657,,,,
0,1380,0.210118,,,,
0,1381,0.196364,,,,
0,1382,0.200586,,,,
0,1383,0.202753,,,,
0,1384,0.204135,,,,
0,1385,0.205533,,,,
0,1386,0.215117,,,,
0,1387,0.20566,,,,
0,1388,0.278838,,,,
0,1389,0.207177,,,,
0,1390,0.201001,,,,
0,1391,0.207086,,,,
0,1392,0.206233,,,,
0,1393,0.208264,,,,
0,1394,0.21306,,,,
0,1395,0.213646,,,,
0,1396,0.268045,,,,
0,1397,0.269168,,,,
0,1398,0.197883,,,,
0,1399,0.205092,,,,
0,1400,0.200141,,,,
0,1401,0.202091,,,,
0,1402,0.268836,,,,
0,1403,0.199261,,,,
0,1404,0.201204,,,,
0,1405,0.277189,,,,
0,1406,0.201051,,,,
0,1407,0.197258,,,,
0,1408,0.28133,,,,
0,1409,0.199486,,,,
0,1410,0.290176,,,,
0,1411,0.203748,,,,
0,1412,0.198313,,,,
0,1413,0.201781,,,,
0,1414,0.267934,,,,
0,1415,0.201476,,,,
0,1416,0.20106,,,,
0,1417,0.199709,,,,
0,1418,0.274897,,,,
0,1419,0.197108,,,,
0,1420,0.199306,,,,
0,1421,0.266977,,,,
0,1422,0.196371,,,,
0,1423,0.201486,,,,
0,1424,0.20447,,,,
0,1425,0.198317,,,,
0,1426,0.208361,,,,
0,1427,0.208251,,,,
0,1428,0.208677,,,,
0,1429,0.270707,,,,
0,1430,0.197436,,,,
0,1431,0.201355,,,,
0,1432,0.212463,,,,
0,1433,0.209034,,,,
0,1434,0.209514,,,,
0,1435,0.213264,,,,
1,1436,0.211592,red,0.001549,hatchback,0.074177
0,1437,0.209107,,,,
0,1438,0.209677,,,,
1,1439,0.208893,red,0.001587,hatchback,0.075709
1,1440,0.233092,red,0.001417,hatchback,0.212445
1,1441,0.218011,red,0.001447,hatchback,0.079452
1,1442,0.199358,red,0.001451,hatchback,0.074036
1,1443,0.202799,silver,0.001437,hatchback,0.206772
1,1444,0.219593,silver,0.001484,hatchback,0.072865
1,1445,0.213889,red,0.001429,hatchback,0.072457
1,1446,0.197323,red,0.001428,hatchback,0.07373
1,1447,0.204396,silver,0.001418,hatchback,0.212611
1,1448,0.220693,silver,0.001481,hatchback,0.07308
1,1449,0.216755,silver,0.001439,hatchback,0.072352
1,1450,0.199743,silver,0.001495,hatchback,0.212525
1,1451,0.218414,silver,0.001466,hatchback,0.07292
1,1452,0.276948,silver,0.001422,hatchback,0.073137
1,1453,0.202242,silver,0.001418,hatchback,0.21109
0,1454,0.202737,,,,
1,1455,0.206407,silver,0.001435,hatchback,0.075239
1,1456,0.201205,silver,0.001466,hatchback,0.071793
0,1457,0.227019,,,,
0,1458,0.20131,,,,
0,1459,0.286467,,,,
0,1460,0.199275,,,,
0,1461,0.20025,,,,
0,1462,0.201165,,,,
0,1463,0.202436,,,,
0,1464,0.202376,,,,
0,1465,0.205641,,,,
0,1466,0.19939,,,,
0,1467,0.200064,,,,
0,1468,0.203095,,,,
1,1469,0.206095,silver,0.001454,hatchback,0.211985
0,1470,0.203553,,,,
1,1471,0.19908,red,0.001484,hatchback,0.073359
1,1472,0.198698,red,0.001484,hatchback,0.078483
1,1473,0.270416,red,0.001522,hatchback,0.073429
1,1474,0.216824,red,0.001497,hatchback,0.202755
1,1475,0.201697,red,0.001519,hatchback,0.071849
0,1476,0.201413,,,,
0,1477,0.200485,,,,
0,1478,0.276963,,,,
1,1479,0.205729,red,0.001479,hatchback,0.071619
1,1480,0.233293,red,0.001505,hatchback,0.200314
0,1481,0.20813,,,,
1,1482,0.202368,red,0.001498,hatchback,0.07419
0,1483,0.268315,,,,
0,1484,0.200962,,,,
0,1485,0.195675,,,,
0,1486,0.205844,,,,
0,1487,0.199816,,,,
0,1488,0.199878,,,,
0,1489,0.20678,,,,
0,1490,0.272474,,,,
0,1491,0.288317,,,,
0,1492,0.261612,,,,
0,1493,0.201037,,,,
0,1494,0.201512,,,,
